full_name,year,inc_decile_p0p10,inc_decile_p10p20,inc_decile_p20p30,inc_decile_p30p40,inc_decile_p40p50,inc_decile_p50p60,inc_decile_p60p70,inc_decile_p70p80,inc_decile_p80p90,inc_decile_p90p100,country_code,total_population,mean_income
Ireland,2004,1764,14110,23493,32144,40273,47844,55700,64507,78899,201931,IE,2928596,56066
Ireland,2005,1925,15399,25429,34077,41732,49017,56790,64768,78615,216352,IE,3007118,58410
Ireland,2006,1919,15355,25155,33396,41086,49214,58034,66766,82274,223337,IE,3080346,59654
Ireland,2007,1881,15051,24654,32168,40649,50300,60984,73778,92821,220069,IE,3153697,61236
Ireland,2008,2020,16162,26313,32420,41092,50742,61520,75122,95982,190596,IE,3222313,59197
Ireland,2009,2093,16744,27067,32128,39382,47339,56377,66499,80733,177133,IE,3280790,54550
Ireland,2010,1982,15858,25743,30948,37945,46547,55961,67345,83383,174762,IE,3325691,54047
Ireland,2011,1866,14925,24398,29201,35168,42971,53040,64655,78967,165843,IE,3346968,51104
Ireland,2012,1813,14507,24152,29748,36540,44356,54688,67631,82676,159996,IE,3352585,51611
Ireland,2013,1698,13585,22444,27356,34105,41557,51419,63903,79535,159924,IE,3349606,49553
Ireland,2014,1763,14105,23311,28701,35959,44613,55360,68265,85073,173042,IE,3348264,53019
Ireland,2015,1740,13922,22672,28387,34799,42559,53108,66144,83543,186638,IE,3356594,53351
Ireland,2016,1885,15079,24426,29271,36228,44102,54702,67183,85081,197785,IE,3389531,55574
Ireland,2017,1985,15876,26071,31783,37896,45968,57290,70545,89254,201794,IE,3435594,57846
Ireland,2018,2107,16859,27829,34270,40669,48209,58005,69912,89641,212375,IE,3490094,59988
Ireland,2019,2073,16585,27487,33648,39829,47046,56603,68543,87305,205618,IE,3545732,58474
Ireland,2020,2110,16883,28002,34295,40604,47965,57719,69896,89046,209746,IE,3597097,59627
Israel,1980,658,5262,8840,11162,14164,17871,22737,29391,44688,151312,IL,2157698,30608
Israel,1981,690,5523,9266,11728,14887,18747,23867,30839,46958,158541,IL,2200469,32105
Israel,1982,675,5403,9053,11488,14585,18331,23353,30163,45994,154844,IL,2241472,31389
Israel,1983,682,5460,9137,11622,14759,18514,23602,30472,46533,156209,IL,2281471,31699
Israel,1984,651,5204,8698,11091,14087,17639,22501,29038,44406,148647,IL,2321354,30196
Israel,1985,656,5252,8766,11205,14236,17791,22710,29295,44863,149754,IL,2361811,30453
Israel,1986,691,5528,9216,11809,15006,18718,23909,30830,47280,157377,IL,2404707,32036
Israel,1987,746,5966,9947,12729,16144,20167,25732,33238,50863,170747,IL,2447158,34628
Israel,1988,768,6140,10239,13088,16570,20727,26420,34181,52201,176613,IL,2494927,35695
Israel,1989,758,6063,10110,12911,16319,20438,26026,33722,51405,175177,IL,2555484,35293
Israel,1990,800,6396,10667,13609,17174,21534,27398,35549,54096,185579,IL,2633345,37280
Israel,1991,843,6747,11252,14343,18074,22688,28842,37470,56928,196509,IL,2736010,39370
Israel,1992,868,6946,11584,14755,18568,23332,29638,38550,58480,203033,IL,2857697,40575
Israel,1993,849,6789,11361,14520,18332,23101,29292,38130,58133,201818,IL,2991128,40232
Israel,1994,864,6910,11603,14879,18846,23814,30143,39268,60156,208831,IL,3125498,41532
Israel,1995,919,7351,12385,15933,20245,25648,32410,42253,65028,225732,IL,3253106,44791
Israel,1996,908,7261,12273,15839,20187,25640,32347,42201,65236,226444,IL,3365019,44834
Israel,1997,895,7159,12139,15715,20086,25576,32215,42058,65294,226632,IL,3469372,44777
Israel,1998,895,7157,12147,15763,20236,25710,32534,42365,65747,229319,IL,3567109,45187
Israel,1999,860,6882,11691,15208,19610,24860,31603,41046,63680,223185,IL,3661286,43863
Israel,2000,873,6981,11871,15481,20049,25360,32387,41957,65072,229158,IL,3754335,44919
Israel,2001,872,6973,11869,15516,20183,25473,32680,42230,65473,231673,IL,3836776,45294
Israel,2002,828,6623,11330,14987,19473,24721,31828,41298,64203,227537,IL,3918087,44283
Israel,2003,787,6295,10826,14493,18810,24020,31035,40433,63026,223711,IL,4000738,43343
Israel,2004,789,6316,10921,14800,19187,24646,31957,41802,65332,232246,IL,4087611,44800
Israel,2005,794,6349,11041,15152,19620,25353,32989,43324,67886,241684,IL,4181118,46419
Israel,2006,809,6475,11300,15649,20393,26414,34274,45272,70605,250625,IL,4298026,48182
Israel,2007,817,6539,11450,15995,20971,27221,35229,46786,72645,257157,IL,4421546,49481
Israel,2008,816,6529,11477,15972,20945,27079,34848,45869,71224,256936,IL,4547750,49170
Israel,2009,799,6392,11279,15638,20512,26413,33800,44093,68469,251702,IL,4670734,47910
Israel,2010,840,6722,11904,16445,21577,27676,35218,45528,70699,264850,IL,4785467,50146
Israel,2011,876,7008,12340,16908,22289,28584,36698,47620,73745,269059,IL,4865775,51513
Israel,2012,879,7033,12315,16740,22169,28425,36809,47935,74038,263231,IL,4936226,50957
Israel,2013,987,7896,13746,18519,24213,30929,39315,50921,78705,272334,IL,5001100,53756
Israel,2014,1072,8576,14859,19870,25698,32718,40912,52729,81552,275136,IL,5066848,55312
Israel,2015,1083,8667,15084,20201,26081,32906,41305,53078,81901,274107,IL,5138362,55441
Israel,2016,1119,8949,15641,20976,27037,33818,42607,54594,84051,279107,IL,5216426,56790
Israel,2017,1153,9221,16115,21612,27857,34844,43899,56250,86599,287570,IL,5302518,58512
Israel,2018,1172,9374,16382,21970,28319,35421,44626,57182,88035,292336,IL,5394022,59482
Israel,2019,1185,9484,16574,22229,28652,35838,45151,57854,89070,295773,IL,5487024,60181
Israel,2020,1129,9031,15783,21167,27283,34126,42994,55090,84815,281643,IL,5579378,57306
Italy,1980,1722,13775,23584,27026,31805,36941,42321,48993,58231,92663,IT,39173600,37706
Italy,1981,1734,13874,23662,27103,31796,36839,42108,48657,57541,87613,IT,39462649,37093
Italy,1982,1726,13812,23232,26886,31607,37013,41990,48647,57157,85914,IT,39791735,36798
Italy,1983,1757,14058,23664,27196,31807,37093,42296,48873,57410,86242,IT,40091527,37040
Italy,1984,1752,14012,23998,27624,32433,37746,43104,49759,58757,90179,IT,40423616,37936
Italy,1985,1762,14094,24217,27961,32555,38189,43630,50183,59133,93525,IT,40832641,38525
Italy,1986,1727,13819,22725,27868,32813,38475,44517,51205,59727,100367,IT,41216856,39324
Italy,1987,1695,13562,22793,27432,32872,38971,45845,52880,62834,104575,IT,41621077,40346
Italy,1988,1762,14098,23388,27823,33532,39828,46436,54271,64280,111858,IT,42018911,41728
Italy,1989,1779,14234,23641,28507,33949,40251,47296,55529,66098,115637,IT,42403632,42692
Italy,1990,1767,14134,23545,28008,33845,40768,47483,55758,66844,116196,IT,42814932,42835
Italy,1991,1771,14166,23644,28693,34579,40931,48048,55795,66253,116320,IT,43188967,43020
Italy,1992,1714,13715,22975,28008,33751,40303,47102,55017,66138,116347,IT,43840120,42507
Italy,1993,1614,12915,21444,26527,32707,39338,45812,54380,66426,116794,IT,44162639,41796
Italy,1994,1672,13379,22089,26974,32738,39765,46785,55033,66097,119538,IT,44473931,42407
Italy,1995,1677,13418,22430,27516,33421,40373,47262,55766,67413,125985,IT,44780821,43526
Italy,1996,1646,13172,22045,27244,33865,40249,47571,56202,68509,128632,IT,45061278,43914
Italy,1997,1642,13138,22162,27494,34402,41198,48632,57389,69690,132761,IT,45287485,44851
Italy,1998,1632,13058,21980,27802,34268,40894,48512,57424,69921,136341,IT,45459865,45183
Italy,1999,1679,13432,22684,28126,34683,41575,49551,58625,71883,138962,IT,45604947,46120
Italy,2000,1731,13851,23232,28869,35425,42350,50151,59433,73073,146400,IT,45725111,47451
Italy,2001,1739,13912,23315,28681,35309,42262,49834,59374,76192,151755,IT,45840828,48237
Italy,2002,1736,13887,23573,29179,35843,42660,50106,59159,75078,148647,IT,46030479,47987
Italy,2003,1724,13795,23274,29059,35321,42340,50068,59609,73280,146032,IT,46361296,47450
Italy,2004,1734,13874,23302,29402,35547,42673,50459,60086,74419,147136,IT,46790909,47863
Italy,2005,1734,13873,23502,29476,35647,42500,50683,60484,75021,147334,IT,47112006,48025
Italy,2006,1793,14343,24024,29655,36176,43073,51165,61302,76407,150850,IT,47305192,48879
Italy,2007,1771,14168,23955,29900,36617,43428,51312,61265,76732,152669,IT,47583411,49182
Italy,2008,1724,13791,23342,28876,35026,41685,49364,59526,74984,145560,IT,47950493,47388
Italy,2009,1613,12907,21853,27253,33088,39311,46628,55918,69862,134811,IT,48234051,44324
Italy,2010,1592,12740,21649,27252,33227,39525,47059,56442,70798,138669,IT,48452011,44895
Italy,2011,1598,12781,21769,27047,32829,39016,46316,55352,69815,139566,IT,48689860,44609
Italy,2012,1466,11730,20286,25669,31278,37287,44764,53489,67137,132649,IT,48985873,42575
Italy,2013,1443,11547,19919,25036,30627,36557,43751,52459,65384,127882,IT,49293674,41461
Italy,2014,1396,11166,19689,24976,30656,36687,43892,52459,65722,127982,IT,49482289,41462
Italy,2015,1352,10816,19128,24786,30518,36831,44089,52763,65843,127079,IT,49712328,41321
Italy,2016,1392,11136,19491,24951,30475,36679,43866,52666,66201,135932,IT,49843184,42279
Italy,2017,1415,11321,19696,25115,30798,36965,44044,52881,66778,141625,IT,49920392,43064
Italy,2018,1413,11304,19834,25492,31254,37446,44655,53963,68158,143569,IT,49958632,43709
Italy,2019,1412,11296,19841,25463,31229,37377,44559,53819,67871,141308,IT,49982396,43418
Italy,2020,1278,10225,17966,23007,28222,33728,40196,48513,61080,125548,IT,50009812,38976
Jamaica,1980,299,1459,2891,4396,5932,7736,9990,13469,20714,70205,JM,1055424,13709
Jamaica,1981,306,1495,2962,4503,6076,7924,10233,13795,21216,71908,JM,1082510,14042
Jamaica,1982,304,1485,2942,4473,6036,7873,10166,13706,21079,71441,JM,1110357,13951
Jamaica,1983,305,1491,2955,4493,6062,7906,10210,13764,21169,71746,JM,1138809,14010
Jamaica,1984,273,1335,2645,4021,5426,7077,9139,12321,18948,64220,JM,1167534,12540
Jamaica,1985,253,1236,2449,3723,5024,6553,8462,11408,17544,59463,JM,1195935,11611
Jamaica,1986,262,1280,2537,3857,5205,6789,8766,11819,18176,61604,JM,1222558,12030
Jamaica,1987,278,1356,2688,4086,5514,7191,9286,12519,19254,65256,JM,1248295,12743
Jamaica,1988,291,1422,2818,4285,5782,7541,9738,13128,20190,68428,JM,1272661,13362
Jamaica,1989,308,1504,2980,4531,6113,7973,10296,13881,21348,72353,JM,1295205,14129
Jamaica,1990,311,1518,3008,4573,6171,8049,10394,14012,21550,73039,JM,1316260,14263
Jamaica,1991,316,1542,3056,4646,6269,8177,10559,14235,21893,74201,JM,1341162,14489
Jamaica,1992,325,1586,3142,4777,6446,8407,10857,14637,22510,76294,JM,1365521,14898
Jamaica,1993,364,1781,3528,5364,7238,9440,12190,16435,25275,85665,JM,1389209,16728
Jamaica,1994,352,1721,3411,5186,6997,9126,11785,15888,24435,82816,JM,1412384,16172
Jamaica,1995,359,1752,3472,5278,7122,9289,11996,16172,24872,84297,JM,1434967,16461
Jamaica,1996,359,1755,3478,5287,7134,9305,12016,16199,24913,84438,JM,1459811,16489
Jamaica,1997,351,1717,3402,5172,6978,9102,11754,15846,24369,82595,JM,1483205,16128
Jamaica,1998,338,1653,3276,4981,6720,8765,11319,15260,23468,79540,JM,1505200,15532
Jamaica,1999,333,1629,3228,4908,6623,8638,11155,15039,23128,78388,JM,1526090,15307
Jamaica,2000,332,1624,3218,4893,6602,8611,11120,14991,23055,78163,JM,1546278,15261
Jamaica,2001,325,1570,3050,4687,6365,8327,10832,14657,22803,78937,JM,1567378,15155
Jamaica,2002,317,1579,3097,4746,6456,8429,10902,14683,22817,77200,JM,1588894,15023
Jamaica,2003,358,1658,3270,4902,6567,8519,10945,14792,23037,79682,JM,1610148,15373
Jamaica,2004,429,1797,3458,5088,6811,8809,11231,15162,23364,78484,JM,1630658,15463
Jamaica,2005,438,1770,3359,4936,6641,8582,10994,14929,23205,78648,JM,1650658,15350
Jamaica,2006,441,1794,3465,5154,6888,8880,11334,15280,23578,80085,JM,1674562,15690
Jamaica,2007,438,1789,3462,5076,6756,8695,11050,14873,23117,81374,JM,1698005,15663
Jamaica,2008,439,1776,3411,4985,6623,8532,10886,14663,22870,80943,JM,1721676,15513
Jamaica,2009,417,1684,3221,4724,6244,8057,10310,13873,21581,73159,JM,1746471,14327
Jamaica,2010,421,1705,3241,4737,6244,7999,10188,13629,21247,72360,JM,1772700,14177
Jamaica,2011,432,1779,3354,4849,6397,8166,10376,13858,21279,71954,JM,1799066,14244
Jamaica,2012,431,1778,3408,4963,6571,8433,10691,14166,21489,70849,JM,1826005,14278
Jamaica,2013,450,1831,3463,4944,6457,8192,10302,13636,20690,70650,JM,1853064,14061
Jamaica,2014,467,1856,3460,4930,6455,8204,10324,13643,20707,69732,JM,1879882,13978
Jamaica,2015,450,1835,3424,4905,6420,8130,10195,13376,20211,67928,JM,1906368,13687
Jamaica,2016,452,1768,3360,4882,6383,8051,10127,13247,19781,66974,JM,1932185,13503
Jamaica,2017,451,1794,3408,4975,6514,8190,10298,13426,19979,67530,JM,1958716,13657
Jamaica,2018,439,1754,3386,4980,6515,8238,10362,13466,19992,66436,JM,1984685,13557
Jamaica,2019,435,1720,3364,4949,6492,8212,10355,13479,20026,65304,JM,2008591,13434
Jamaica,2020,383,1515,2962,4357,5716,7231,9118,11868,17632,57499,JM,2029776,11828
Japan,1980,888,7101,12069,14995,18270,21890,26132,32064,42132,100859,JP,81286464,27640
Japan,1981,923,7381,12529,15528,18869,22541,26823,32786,42884,101487,JP,82374590,28175
Japan,1982,950,7598,12883,15944,19352,23077,27416,33440,43573,103299,JP,83458660,28753
Japan,1983,951,7605,12921,16026,19483,23298,27743,33951,44543,105458,JP,84537055,29198
Japan,1984,969,7750,13177,16367,19928,23871,28478,34927,45946,109971,JP,85594601,30138
Japan,1985,990,7920,13503,16840,20580,24774,29699,36648,48691,117973,JP,86640822,31762
Japan,1986,985,7883,13446,16786,20537,24752,29712,36721,48875,122111,JP,87597633,32181
Japan,1987,979,7833,13366,16703,20461,24690,29681,36739,48957,131872,JP,88536485,33128
Japan,1988,1018,8142,13912,17418,21372,25848,31141,38654,51755,142048,JP,89427097,35131
Japan,1989,1050,8400,14342,17930,21961,26513,31878,39478,52739,150450,JP,90287587,36474
Japan,1990,1104,8829,15047,18753,22899,27543,32988,40663,53970,159075,JP,91113668,38087
Japan,1991,1156,9251,15744,19567,23823,28560,34083,41836,55251,156438,JP,92199597,38571
Japan,1992,1236,9891,16823,20871,25346,30321,36084,44164,58238,139131,JP,93273278,38211
Japan,1993,1197,9578,16314,20275,24657,29564,35254,43269,57381,138971,JP,94280714,37646
Japan,1994,1177,9416,16054,19977,24311,29195,34858,42865,57117,139527,JP,95259022,37450
Japan,1995,1143,9143,15623,19514,23836,28755,34498,42669,57324,144374,JP,96224291,37688
Japan,1996,1117,8936,15303,19200,23569,28583,34494,42950,58122,150667,JP,97184629,38294
Japan,1997,1127,9013,15449,19399,23815,28915,34918,43536,59206,150919,JP,98154625,38630
Japan,1998,1078,8627,14790,18568,22779,27655,33382,41617,56715,146448,JP,99142257,37166
Japan,1999,1045,8361,14341,18021,22124,26888,32490,40558,55400,146799,JP,100038867,36603
Japan,2000,1013,8105,13926,17564,21654,26427,32087,40266,55274,152336,JP,100969633,36865
Japan,2001,982,7853,13509,17066,21066,25761,31337,39426,54420,156732,JP,101641863,36815
Japan,2002,947,7572,13046,16530,20463,25107,30650,38717,53731,159964,JP,102175220,36673
Japan,2003,939,7509,12945,16428,20383,25052,30649,38797,53850,165071,JP,102724192,37162
Japan,2004,932,7456,12861,16355,20345,25058,30736,39003,54168,172467,JP,103281000,37938
Japan,2005,945,7557,13027,16545,20561,25289,30977,39244,54345,175123,JP,103830000,38361
Japan,2006,966,7730,13315,16887,20958,25738,31475,39799,54958,179322,JP,103910000,39115
Japan,2007,977,7820,13473,17095,21222,26075,31902,40362,55807,183057,JP,104196000,39779
Japan,2008,993,7941,13665,17282,21364,26156,31863,40141,55395,176221,JP,104360000,39102
Japan,2009,1032,8256,13807,16947,20384,24426,29537,37388,51280,159582,JP,104421000,36264
Japan,2010,1113,8900,14551,17506,20701,24522,29779,38360,52869,170086,JP,105126000,37838
Japan,2011,1153,9221,15165,18209,21448,25368,30566,39041,54118,173407,JP,105019000,38769
Japan,2012,1171,9370,15513,18635,21933,25978,31163,39593,55283,177269,JP,104917000,39591
Japan,2013,1191,9526,15878,19099,22492,26706,31944,40435,56884,182873,JP,104861000,40703
Japan,2014,1204,9636,16059,19312,22734,26985,32264,40825,57422,184501,JP,104858200,41094
Japan,2015,1218,9745,16247,19555,23048,27386,32786,41536,58456,188161,JP,104848176,41814
Japan,2016,1226,9807,16347,19665,23159,27500,32895,41642,58584,188355,JP,104795216,41918
Japan,2017,1260,10078,16796,20198,23776,28221,33741,42693,60050,192935,JP,104754624,42975
Japan,2018,1267,10132,16886,20306,23904,28372,33922,42921,60371,193967,JP,104707960,43205
Japan,2019,1273,10184,16973,20411,24027,28518,34096,43142,60681,194965,JP,104627144,43427
Japan,2020,1201,9610,16016,19259,22671,26909,32173,40708,57258,183965,JP,104498176,40977
Jordan,1980,605,4836,8010,9821,12058,14815,18649,23669,37446,126097,JO,947126,25601
Jordan,1981,685,5479,9075,11127,13662,16785,21128,26816,42423,142860,JO,991094,29004
Jordan,1982,689,5510,9127,11190,13740,16880,21248,26969,42665,143675,JO,1038789,29169
Jordan,1983,624,4991,8266,10135,12443,15288,19244,24425,38640,130120,JO,1089947,26418
Jordan,1984,599,4794,7940,9735,11953,14685,18485,23462,37118,124993,JO,1144359,25377
Jordan,1985,545,4361,7223,8856,10874,13359,16816,21343,33766,113707,JO,1201404,23085
Jordan,1986,563,4504,7460,9146,11230,13797,17367,22042,34872,117431,JO,1250323,23841
Jordan,1987,537,4295,7117,8772,10819,13347,16862,21492,33916,117004,JO,1303105,23416
Jordan,1988,496,3969,6581,8160,10115,12536,15900,20360,32042,113428,JO,1361397,22359
Jordan,1989,433,3466,5749,7177,8947,11146,14199,18275,28674,104348,JO,1428072,20242
Jordan,1990,403,3227,5357,6740,8457,10596,13565,17558,27458,102926,JO,1506028,19629
Jordan,1991,350,2800,4652,5907,7467,9419,12124,15790,24603,95214,JO,1631863,17833
Jordan,1992,351,2809,4672,5997,7647,9718,12587,16508,25617,102612,JO,1771315,18852
Jordan,1993,371,2965,4917,6241,7885,9940,12786,16698,25762,98347,JO,1918628,18591
Jordan,1994,396,3170,5245,6589,8254,10327,13197,17164,26330,95640,JO,2064973,18631
Jordan,1995,420,3364,5551,6909,8587,10666,13545,17545,26765,92341,JO,2202500,18569
Jordan,1996,422,3376,5561,6862,8465,10444,13182,17009,25805,84396,JO,2279601,17552
Jordan,1997,455,3644,5990,7333,8982,11011,13818,17762,26803,82922,JO,2344293,17872
Jordan,1998,447,3579,5913,7255,8922,10923,13723,17662,26764,85544,JO,2400752,18073
Jordan,1999,445,3561,5913,7271,8976,10973,13802,17787,27063,89216,JO,2455204,18501
Jordan,2000,442,3535,5900,7271,9012,11001,13854,17875,27306,92699,JO,2513392,18889
Jordan,2001,447,3578,6002,7414,9224,11244,14177,18314,28088,98050,JO,2581665,19654
Jordan,2002,443,3541,5970,7391,9230,11236,14183,18345,28244,101250,JO,2655651,19983
Jordan,2003,438,3506,5918,7338,9184,11279,14192,18385,28475,102771,JO,2739675,20149
Jordan,2004,458,3662,6188,7685,9637,11934,14972,19424,30251,109865,JO,2837972,21408
Jordan,2005,466,3724,6299,7836,9844,12286,15371,19970,31262,114192,JO,2952409,22125
Jordan,2006,478,3824,6475,8066,10152,12764,15929,20720,32595,119697,JO,3084123,23070
Jordan,2007,502,4020,6790,8455,10593,13194,16469,21169,33087,125201,JO,3235378,23948
Jordan,2008,513,4106,6921,8613,10745,13266,16562,21042,32678,127304,JO,3405659,24175
Jordan,2009,512,4093,6887,8529,10516,12831,15894,20081,30957,124663,JO,3595003,23496
Jordan,2010,494,3956,6643,8185,9966,12006,14744,18510,28294,118232,JO,3802483,22103
Jordan,2011,484,3873,6492,8041,9832,11852,14528,18247,28107,111086,JO,4025649,21254
Jordan,2012,472,3780,6323,7875,9670,11665,14271,17934,27838,103742,JO,4269265,20357
Jordan,2013,476,3809,6360,7964,9822,11855,14478,18201,28473,99714,JO,4521258,20115
Jordan,2014,465,3721,6212,7779,9594,11580,14142,17779,27812,97400,JO,4767100,19648
Jordan,2015,453,3621,6046,7570,9336,11269,13763,17302,27065,94785,JO,4997491,19121
Jordan,2016,437,3493,5833,7304,9008,10873,13278,16693,26113,91449,JO,5202025,18448
Jordan,2017,432,3458,5774,7230,8917,10763,13144,16524,25848,90523,JO,5383211,18261
Jordan,2018,428,3421,5712,7153,8821,10648,13003,16347,25572,89555,JO,5543254,18066
Jordan,2019,412,3295,5501,6889,8496,10255,12523,15744,24628,86250,JO,5684854,17399
Jordan,2020,394,3154,5267,6595,8134,9818,11990,15073,23579,82576,JO,5810717,16658
Kazakhstan,1980,725,5800,9237,11643,14450,16756,20371,25265,32797,77462,KZ,8437755,21451
Kazakhstan,1981,716,5725,9118,11493,14263,16539,20108,24939,32373,76461,KZ,8604413,21173
Kazakhstan,1982,707,5652,9001,11346,14081,16329,19851,24621,31961,75486,KZ,8768402,20904
Kazakhstan,1983,698,5581,8888,11204,13904,16123,19602,24311,31559,74537,KZ,8928538,20641
Kazakhstan,1984,689,5511,8778,11064,13731,15923,19358,24009,31166,73609,KZ,9084296,20384
Kazakhstan,1985,681,5445,8673,10932,13567,15732,19126,23721,30793,72728,KZ,9232029,20140
Kazakhstan,1986,672,5377,8564,10794,13396,15534,18886,23423,30406,71814,KZ,9384152,19887
Kazakhstan,1987,665,5321,8474,10682,13256,15372,18688,23178,30088,71063,KZ,9520849,19679
Kazakhstan,1988,661,5284,8416,10608,13165,15266,18559,23018,29880,70573,KZ,9638887,19543
Kazakhstan,1989,660,5277,8404,10593,13146,15244,18533,22986,29838,70473,KZ,9735573,19515
Kazakhstan,1990,664,5310,8457,10660,13229,15340,18650,23131,30026,70917,KZ,9808435,19638
Kazakhstan,1991,604,4830,7692,9695,12032,13953,16963,21039,27310,64503,KZ,9812601,17862
Kazakhstan,1992,593,4741,7550,9517,11811,13696,16651,20651,26808,63316,KZ,9809531,17533
Kazakhstan,1993,514,4111,6547,8253,10242,11877,14439,17908,23247,54905,KZ,9795655,15204
Kazakhstan,1994,420,3361,5436,6858,8490,9992,12282,15338,20135,47671,KZ,9765008,12998
Kazakhstan,1995,362,2893,4788,6102,7616,9223,11604,14777,19832,49461,KZ,9716939,12666
Kazakhstan,1996,316,2530,4303,5544,6979,8713,11224,14563,19950,51955,KZ,9656896,12608
Kazakhstan,1997,319,2556,4362,5641,7123,8920,11458,14893,20462,54486,KZ,9574145,13022
Kazakhstan,1998,302,2413,4144,5414,6912,8738,11268,14771,20448,56834,KZ,9487904,13124
Kazakhstan,1999,305,2438,4192,5480,6993,8840,11343,14852,20571,57648,KZ,9424779,13266
Kazakhstan,2000,309,2471,4260,5585,7144,9052,11589,15194,21089,60008,KZ,9401009,13670
Kazakhstan,2001,348,2784,4816,6343,8149,10364,13265,17443,24288,70437,KZ,9465523,15824
Kazakhstan,2002,378,3026,5204,6800,8731,11119,14323,18878,26472,78973,KZ,9571045,17390
Kazakhstan,2003,431,3445,5889,7649,9768,12361,15821,20667,28678,81652,KZ,9710307,18636
Kazakhstan,2004,586,4686,7886,9820,11951,14558,17926,22452,30082,79221,KZ,9869266,19917
Kazakhstan,2005,556,4449,7462,9284,11419,14044,17552,22463,30555,88296,KZ,10036203,20608
Kazakhstan,2006,595,4758,7926,9744,11924,14604,18237,23429,31930,95365,KZ,10181853,21851
Kazakhstan,2007,681,5452,9061,11111,13420,16304,20056,25413,34305,97091,KZ,10337583,23289
Kazakhstan,2008,649,5192,8619,10606,12964,15853,19848,25310,34333,97882,KZ,10504638,23126
Kazakhstan,2009,624,4995,8353,10391,12926,16040,20317,26330,35931,103655,KZ,10681563,23956
Kazakhstan,2010,660,5280,8807,10926,13508,16665,20992,27053,36895,105092,KZ,10864666,24588
Kazakhstan,2011,769,6150,10145,12374,15097,18396,22829,28944,38947,104857,KZ,11055631,25851
Kazakhstan,2012,783,6261,10408,12802,15699,19237,23955,30497,41054,111006,KZ,11255301,27170
Kazakhstan,2013,862,6897,11414,13985,17067,20841,25849,32790,43953,120410,KZ,11446781,29407
Kazakhstan,2014,956,7651,12617,15225,18355,22105,27029,33813,44806,120236,KZ,11615900,30280
Kazakhstan,2015,1094,8753,14313,17065,20166,23994,28989,35638,46651,119704,KZ,11758892,31637
Kazakhstan,2016,882,7054,11687,14345,17565,21506,26814,34210,46285,129520,KZ,11882565,30987
Kazakhstan,2017,889,7109,11801,14488,17714,21705,27149,34710,47079,132803,KZ,11978362,31545
Kazakhstan,2018,904,7230,11942,14546,17726,21690,27151,34934,47720,136079,KZ,12054526,31992
Kazakhstan,2019,934,7474,12345,15036,18324,22421,28067,36112,49329,140667,KZ,12121875,33071
Kazakhstan,2020,894,7151,11812,14387,17532,21453,26855,34553,47198,134592,KZ,12187775,31643
Kenya,1980,77,620,1137,1569,2100,2775,3651,5114,8601,50540,KE,6444868,7618
Kenya,1981,78,621,1139,1572,2104,2780,3658,5124,8617,50636,KE,6687785,7633
Kenya,1982,76,607,1114,1538,2058,2719,3577,5011,8428,49526,KE,6943205,7466
Kenya,1983,74,588,1080,1490,1995,2635,3467,4857,8168,47998,KE,7211314,7235
Kenya,1984,72,573,1053,1452,1944,2568,3379,4733,7960,46774,KE,7493155,7051
Kenya,1985,72,573,1053,1452,1944,2568,3379,4733,7960,46771,KE,7789415,7050
Kenya,1986,75,599,1100,1518,2032,2684,3532,4948,8321,48895,KE,8080937,7370
Kenya,1987,77,614,1127,1554,2080,2748,3616,5065,8519,50060,KE,8389351,7546
Kenya,1988,78,626,1149,1586,2123,2804,3689,5168,8692,51075,KE,8715399,7699
Kenya,1989,80,637,1169,1614,2160,2853,3754,5258,8844,51966,KE,9061579,7833
Kenya,1990,79,635,1166,1608,2153,2844,3742,5241,8815,51798,KE,9430499,7808
Kenya,1991,78,621,1140,1574,2106,2782,3661,5128,8625,50678,KE,9807836,7639
Kenya,1992,74,595,1092,1508,2017,2665,3507,4912,8262,48547,KE,10217222,7318
Kenya,1993,105,839,1498,2030,2645,3395,4371,5892,9221,42745,KE,10652034,7274
Kenya,1994,135,1081,1899,2548,3265,4118,5227,6862,10168,36986,KE,11099979,7229
Kenya,1995,131,1049,1839,2459,3150,3986,5076,6684,9955,37629,KE,11552962,7196
Kenya,1996,128,1026,1795,2391,3064,3890,4972,6567,9833,38617,KE,11974632,7228
Kenya,1997,121,969,1692,2246,2876,3665,4702,6232,9383,38282,KE,12381743,7017
Kenya,1998,121,966,1688,2240,2870,3661,4703,6245,9408,38407,KE,12789902,7031
Kenya,1999,119,956,1670,2217,2841,3627,4664,6205,9354,38212,KE,13222404,6986
Kenya,2000,115,916,1601,2126,2725,3483,4485,5977,9016,36855,KE,13690811,6730
Kenya,2001,116,925,1617,2147,2753,3522,4540,6062,9151,37431,KE,14128102,6826
Kenya,2002,111,890,1557,2067,2650,3394,4381,5861,8852,36234,KE,14614577,6600
Kenya,2003,110,878,1537,2040,2617,3355,4335,5811,8782,35969,KE,15138538,6543
Kenya,2004,111,888,1555,2064,2648,3398,4397,5905,8930,36598,KE,15680742,6649
Kenya,2005,114,914,1602,2127,2729,3506,4543,6111,9248,37929,KE,16232579,6882
Kenya,2006,121,968,1691,2239,2869,3680,4756,6394,9664,38744,KE,16826690,7113
Kenya,2007,128,1022,1782,2352,3010,3853,4968,6676,10076,39492,KE,17428978,7336
Kenya,2008,127,1018,1770,2330,2979,3807,4897,6577,9914,37983,KE,18038850,7140
